session,created,modified,ended,expired,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe
KqOOStWCqXLliSBOfnEUutsP2cWrH2g1dHTbmSjIfBPqkZjZqx9jY4hgHlHjhLm2,2023-11-09T12:57:11Z,2023-11-09T13:24:50Z,2023-11-09T13:24:50Z,,reading_digital_vs_analog,eg_benchmark,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.35,halfeye_xaxis_0.5,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,1,3,"",0.2,50,95,2,2,4,"",0.2,50,75,2,2,4,"",-0.2,50,93,2,2,3,"",0.2,50,75,2,2,3,"",0.2,50,87,2,2,3,"",0.2,50,87,2,2,3,"",0.2,45,100,2,2,2,"",-0.4,50,87,2,2,3,"",0.2,50,87,2,2,3,"",-0.2,50,87,2,2,,2,5,3,2,5,1,1,number of students,test score value,test score,number of students,2,"",1,15
-QoiF0KPwjRFem9cwOXC9LMit9uXx5osQWXcyTbUi1WP3uA0pHSJpUpLSAHnQ9rd,2023-11-09T12:57:33Z,2023-11-09T13:34:56Z,2023-11-09T13:34:56Z,,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.8,halfeye_xaxis_0.5,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_yaxis_0.35,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,"",5,"",-0.4,40,95,4,3,6,"",0.4,20,70,5,3,6,"",0.6,39,70,3,3,5,"",-0.2,45,95,2,3,6,"",-0.2,90,80,4,4,3,"",0.2,55,95,4,4,5,"",0.6,65,80,5,3,3,"",-0.2,40,85,5,4,5,"",0.2,55,90,5,5,5,"",0.2,55,90,5,5,6,,5,3,2,5,1,3,Proportion of students,Percentage scores,Knowledge test score,Proportion of students,1,"",3,3
De0u2TfyKlYiSU-dWPYKQBx1hHsX_1sMZBBh5d4-zACc5nI1YCLqDjvGYDWNlZOz,2023-11-09T12:59:53Z,2023-11-09T13:33:37Z,2023-11-09T13:33:37Z,,lesson_live_vs_video,eg_signaling_u3,halfeye_xaxis_0.65,halfeye_yaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_yaxis_0.5,sensitivity_accuracy,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,1,1,"",-0.2,20,51,2,4,1,"",-0.2,29,51,3,3,1,"",-0.2,15,49,2,2,2,"",-0.6,15,56,2,3,2,"",-0.2,20,53,2,3,3,"",0.4,35,47,3,4,2,"",0.2,20,51,2,3,2,"",-0.2,15,55,2,3,2,"",0.2,35,46,2,4,3,"",0.2,45,40,3,4,5,,5,3,2,5,3,3,The percentage ,The students results of exams.,the percentage of students, the results of the exams,3,"",2,17
lju9dA3fPZ0cmT3odJ-P8Srid7n8yPuhMMkELJ_cyCaYKI3SIcaUkKOFi3Bd3TyB,2023-11-09T13:00:06Z,,,,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_xaxis_0.65,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,accuracy_sensitivity,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
icTnjWl1EmuKZ49_MZZ_qGa3UOEUNKUX41HTx3upMdrdVrWKzYYa5SZRBOxOWXN7,2023-11-09T13:01:26Z,2023-11-09T13:30:13Z,2023-11-09T13:30:13Z,,lesson_live_vs_video,eg_benchmark,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.65,accuracy_sensitivity,1,3,"",0.2,70,98,4,5,4,"",0.2,70,96,4,5,4,"",0.2,55,99,5,4,4,"",0.2,70,95,5,5,5,"",0,55,99,4,4,5,"",0.2,55,98,5,4,5,"",-0.4,25,96,5,4,5,"",0.2,55,97,5,5,5,"",-0.4,30,95,5,5,5,"",-0.2,40,96,5,5,"",5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,,2,5,3,2,5,1,1,number of students ,score in test,score in the test,number of students,6,university,2,16
AD4U5uJLC5_PX0em6xeAX4AoQ-RF88OE9AOvqc4E5Grq0UVy-WtlWAm6-jo18cRA,2023-11-09T13:01:47Z,2023-11-09T13:26:36Z,2023-11-09T13:26:36Z,,video_withsub_vs_without,eg_signaling_u3,halfeye_yaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,"",7,"",0.6,70,95,7,7,5,"",0.2,65,99,3,3,6,"",0.4,70,95,5,5,6,"",0.6,70,95,6,6,6,"",0.2,60,99,3,2,6,"",0.2,65,96,3,3,6,"",0.2,60,99,2,1,6,"",-0.2,45,99,2,1,6,"",-0.2,45,99,2,1,7,"",-0.4,30,95,5,5,5,,5,3,2,5,1,1,"number of students, or percentage of students with that score",knowledge test score,knowledge test score,number of students or percentage of students with that score,6,Pompeu Fabra University,"2, 3",7
6DeEPHqJfaRTBLYFsG4eJ54KPt1fc_wpeXVrcfMOG1hI7AUdYJAlAV3Alg8W-i7C,2023-11-09T13:01:57Z,2023-11-09T13:25:34Z,2023-11-09T13:25:34Z,,experiment_simulation_vs_lab,cg,halfeye_xaxis_-0.8,halfeye_xaxis_0.2,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_xaxis_0.5,halfeye_yaxis_-0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,"",5,"",0.2,60,90,4,4,5,"",-0.2,35,95,4,4,5,"",0.4,65,90,5,5,5,"",-0.2,40,97,4,4,5,"",-0.4,25,90,4,4,5,"",0.2,55,98,4,4,5,"",-0.2,30,90,4,4,5,"",0.4,70,90,4,4,5,"",0.2,60,95,4,4,5,"",-0.2,30,90,4,4,,,5,3,2,5,1,1,The number of students who achieved a given test score,The knowledge test score,The knowledge test score,The number of students who achieved a given test score,4,"",3,8
cGH9Y3dxwumdFd6qjfh5r4GeZ5Gz7I7Kyw5LRWsZuwQ0FfTssr4HuuHpujaBWFZq,2023-11-09T13:04:59Z,,,,video_withsub_vs_without,eg_signaling_overlap,halfeye_xaxis_0.35,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_yaxis_0.35,halfeye_yaxis_-0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.65,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_yaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.8,sensitivity_accuracy,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
RWTiCN9sdkFUKMZ3o2z8OQFNY9XQ4yXHqlA_xjlpKhtCPq1LwyYGPDPqsUWGCQlk,2023-11-09T13:05:14Z,2023-11-09T13:40:14Z,2023-11-09T13:40:14Z,,reading_digital_vs_analog,eg_benchmark,halfeye_xaxis_0.35,halfeye_yaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,"",6,"",0.6,75,60,4,4,5,"",0.4,10,80,4,4,5,"",0.4,5,90,4,4,4,"",0.2,40,80,4,4,5,"",0,35,90,4,4,5,"",-0.4,15,80,5,5,5,"",0.2,35,92,5,5,6,"",-0.4,10,70,5,5,6,"",-0.4,20,80,5,5,6,"",0,25,95,6,6,,2,5,3,2,5,1,1,The horizontal axis represents quantity or number of students,The vertical axis represents the students knowledge test score,The students knowledge test score,The quantity or number of students,2,"",1,20
3ob2STyU60SBeUbDhWPPQqdalq85toCteY_Lw6JeFr7qdN6A-QqreRnL09F6sC_-,2023-11-09T13:05:38Z,2023-11-09T13:18:51Z,,,lesson_live_vs_video,eg_benchmark,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_xaxis_0.5,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,halfeye_xaxis_0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,accuracy_sensitivity,1,3,"",-0.6,55,85,3,4,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
UvEt5GEKl0tKe62mj-Rmrc3KkNsYKnhoKuzqo4zO24wsyqeC9Q4BOKLCJSggI4nc,2023-11-09T13:07:06Z,2023-11-09T13:22:40Z,2023-11-09T13:22:40Z,,lesson_live_vs_video,eg_signaling_u3,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_xaxis_-0.5,halfeye_yaxis_-0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,3,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,1,2,"",-0.4,7,25,2,3,1,"",-0.6,5,20,3,3,2,"",0.6,10,15,2,3,2,"",-0.4,5,50,2,3,2,"",0.4,5,40,3,4,3,"",0.4,10,50,3,3,2,"",0.6,10,30,3,5,3,"",-0.4,10,35,4,4,3,"",-0.4,15,40,3,3,3,"",0.6,15,25,3,4,3,,5,3,2,5,1,1,Number of students with that score,Test score,Test score,Number of students who got that score,1,"","2, 3, 4",12
zwdLYpbn01W8UTi-41as3tuJlgCdRs-ICfZuBcrcFy0c7QAy9jj60qipZouRfhUg,2023-11-09T13:07:28Z,2023-11-09T13:37:08Z,2023-11-09T13:37:08Z,,reading_digital_vs_analog,cg,halfeye_yaxis_-0.2,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_0.65,halfeye_xaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_0.35,halfeye_xaxis_-0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,accuracy_sensitivity,1,2,"",0,0,37,3,3,2,"",0.4,27,20,2,2,1,"",0.4,5,80,1,1,1,"",-0.2,35,70,1,1,1,"",0.6,35,75,1,1,1,"",0.2,25,75,1,1,1,"",-0.2,12,82,1,1,1,"",0,8,80,1,1,2,"",0.6,25,75,1,1,2,"",-0.2,8,87,1,1,"",2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,1,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,1,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,1,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,,,5,3,2,5,3,1,the range of scores,the test scores,the test scores,the range of test scores,1,"","1, 2, 3, 4",19.5
Z7XJSL3Xa6-Ps-24-ZQGOUfY3BGeEX7o3SSPxlQY_giEq8COBMyvxp-EM1AQOqVV,2023-11-09T13:07:38Z,2023-11-09T13:17:36Z,2023-11-09T13:17:36Z,,experiment_simulation_vs_lab,cg,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.8,halfeye_yaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_xaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.2,halfeye_xaxis_0.35,halfeye_yaxis_-0.35,halfeye_xaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_-0.5,halfeye_yaxis_-0.2,halfeye_xaxis_-0.35,accuracy_sensitivity,1,7,"",0,75,98,6,4,6,"",0,70,98,6,4,6,"",0,78,98,5,4,6,"",0,75,98,6,4,6,"",0,80,97,6,4,6,"",0,80,97,6,4,3,"",0,75,98,5,2,3,"",0,70,97,3,2,3,"",0,72,98,3,2,3,"",0,75,98,3,2,"",3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,,,5,3,2,5,1,1,Percentage of students with corresponding score on y-axis,Knowledge test score,Knowledge test score,Percentage of students with corresponding score on x-axis,4,"",3,10
KSkijrK1E-dVSX2TPaJhgdUERx3zs_z7trTptPS1yEymI03N_KBXJFiqyc9wL0sZ,2023-11-09T13:07:45Z,2023-11-09T13:08:28Z,,,video_withsub_vs_without,eg_benchmark,halfeye_xaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.8,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.8,halfeye_yaxis_0.35,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
